,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxa_g
OTU708,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas
OTU709,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU71,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__,k__Bacteria|p__Acidobacteria|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup_10
OTU710,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Nitrosomonadaceae|g__MND1
OTU711,k__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__SJA-28,f__,g__,s__,k__Bacteria|p__Bacteroidetes|c__Ignavibacteria|o__SJA-28|f__|g__
OTU712,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Flavisolibacter
OTU713,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__,s__,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__
OTU714,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__|g__
OTU715,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__,s__,k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Thermomicrobiales|f__JG30-KF-CM45|g__
OTU716,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__,k__Bacteria|p__Acidobacteria|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup_10
OTU717,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__
OTU718,k__Bacteria,p__Chloroflexi,c__OLB14,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__OLB14|o__|f__|g__
OTU719,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes
OTU72,k__Bacteria,p__Chloroflexi,c__KD4-96,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__KD4-96|o__|f__|g__
OTU720,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__possible_genus_04,s__,k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__possible_genus_04
OTU721,k__Bacteria,p__,c__,o__,f__,g__,s__,k__Bacteria|p__|c__|o__|f__|g__
OTU722,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU723,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__|f__|g__
OTU724,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__|g__
OTU725,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__|f__|g__
OTU726,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__
OTU7264,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU727,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Sorangium,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium
OTU728,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__ADurb.Bin063-1,s__,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__ADurb.Bin063-1
OTU729,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Solibacterales|f__Solibacteraceae_Subgroup_3|g__Candidatus_Solibacter
OTU73,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter
OTU730,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__|g__
OTU731,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__PMMR1,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__PMMR1
OTU732,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU733,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__
OTU734,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU735,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Thalassobaculales|f__|g__
OTU7350,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__
OTU736,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__
OTU737,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__|f__|g__
OTU738,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__MB-A2-108|o__|f__|g__
OTU739,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__|g__
OTU74,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultivated_soil_bacterium_clone_C112,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__uncultivated_soil_bacterium_clone_C112|f__|g__
OTU740,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU7400,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Bordetella,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Bordetella
OTU741,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Chiayiivirga,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Chiayiivirga
OTU742,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__S0134_terrestrial_group|o__|f__|g__
OTU743,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__|g__
OTU744,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Fontimonas,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Solimonadaceae|g__Fontimonas
OTU745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__
OTU746,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Segetibacter,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Segetibacter
OTU747,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__actinobacterium_WWH12,k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiella
OTU748,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Solibacterales|f__Solibacteraceae_Subgroup_3|g__Candidatus_Solibacter
OTU749,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__MB-A2-108|o__|f__|g__
OTU75,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Kocuria
OTU750,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter_sp,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter
OTU751,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__|g__
OTU752,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU753,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__TK10|o__|f__|g__
OTU754,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas_sp,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas
OTU755,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__NB1-j|f__|g__
OTU756,k__Bacteria,p__Latescibacteria,c__,o__,f__,g__,s__,k__Bacteria|p__Latescibacteria|c__|o__|f__|g__
OTU757,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU758,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Family_XI,g__Gallicola,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Family_XI|g__Gallicola
OTU7584,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Flavisolibacter
OTU759,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__MB-A2-108|o__|f__|g__
OTU7594,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Elsterales|f__|g__
OTU76,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__
OTU760,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__,g__,s__,k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__|g__
OTU761,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU762,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae,g__RB41,s__,k__Bacteria|p__Acidobacteria|c__Blastocatellia_Subgroup_4|o__Pyrinomonadales|f__Pyrinomonadaceae|g__RB41
OTU763,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__MB-A2-108|o__|f__|g__
OTU7630,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,s__,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Candidatus_Udaeobacter
OTU764,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__Spirosoma_sp,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae|g__Spirosoma
OTU765,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Microscillaceae|g__
OTU7651,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Virgisporangium,s__,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Virgisporangium
OTU766,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudorhodoplanes,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Pseudorhodoplanes
OTU767,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU768,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga
OTU769,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Ardenticatenales|f__|g__
OTU77,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus
OTU770,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Sanguibacteraceae,g__Sanguibacter,s__,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter
OTU771,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas
OTU772,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus
OTU773,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__
OTU774,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__IMCC26256|f__|g__
OTU775,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU7750,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU776,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella
OTU777,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-011,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__Acidobacteria_bacterium_IGE-011|f__|g__
OTU778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes
OTU779,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__,s__,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__
OTU78,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__KF-JG30-B3,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__KF-JG30-B3|g__
OTU780,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas
OTU781,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__|g__
OTU7813,k__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__,k__Bacteria|p__Epsilonbacteraeota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter
OTU782,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU783,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__,k__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus
OTU784,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__
OTU785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Flavisolibacter
OTU7852,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Roseimicrobium,s__,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Roseimicrobium
OTU786,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicella,s__Rhodovulum_sp,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Oceanicella
OTU787,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__SC-I-84|g__
OTU788,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__
OTU789,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__,g__,s__,k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__SBR1031|f__|g__
OTU7892,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__Acidobacteria_bacterium_IGE-010|f__|g__
OTU79,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Hydrogenophaga,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Burkholderiaceae|g__Hydrogenophaga
OTU790,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Cytophagales|f__Microscillaceae|g__Ohtaekwangia
OTU791,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__,k__Bacteria|p__Acidobacteria|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup_10
OTU792,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Tistrellales|f__Geminicoccaceae|g__Candidatus_Alysiosphaera
OTU793,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__,k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira
OTU794,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Amb-16S-1323|g__
OTU795,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__,s__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__
OTU796,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__,g__,s__,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__NB1-j|f__|g__
OTU797,k__Bacteria,p__,c__,o__,f__,g__,s__,k__Bacteria|p__|c__|o__|f__|g__
OTU798,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__,g__,s__,k__Bacteria|p__Acidobacteria|c__Subgroup_6|o__|f__|g__
OTU7987,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__,g__Bauldia,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__Bauldia
OTU799,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Betaproteobacteriales|f__Rhodocyclaceae|g__
OTU7995,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__,s__,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__
OTU8,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__,s__,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__
OTU80,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Steroidobacter
OTU800,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Solibacterales|f__Solibacteraceae_Subgroup_3|g__
OTU801,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__
OTU802,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Thermobacillus,s__,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Thermobacillus
OTU803,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__,g__,s__,k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Gaiellales|f__|g__
OTU804,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Solibacterales|f__Solibacteraceae_Subgroup_3|g__Bryobacter
